2020-03-25 10:43:47,@Boian Mihailov @Dima Iluschenko can you answer my question above?,Serhii Shevchyk
2020-03-25 10:45:44,"yep, problem with host `ssh: connect to host 172.31.21.78 port 22: Connection timed out`",Dima Iluschenko
2020-03-25 10:45:58,did you try run today?,Dima Iluschenko
2020-03-25 10:57:23,"nope, I tried it only yesterday. Iâll try again now",Serhii Shevchyk
2020-03-25 18:58:27,"Hello @Shozeb Sharif, I am working with the Ma2ii project. There is a problem with the CKEditor Font after updating Drupal Core and modules. I was trying to update all modules without this one, but no result. I need more time to solve it. I'll try to create patch for it",Anna Demianik
2020-03-25 19:22:22,"@Anna Demianik ok, how much more time approx.? initial estimate is not added in the ticket.",Shozeb Sharif
2020-03-25 19:43:04,"@Shozeb Sharif Firstly estimation was 4h, but there were some problems and I am spending ~3 hours for patches.",Anna Demianik
2020-03-09 10:05:08,"Hi @Shozeb Sharif, Aareal Bank is using old Jenkins. I don't have access to it. Andrew Siz and I checked that we had not completed any builds for a long time.

We need to move projects to the new Jenkins or give me access to the old Jenkins",Anna Demianik
2020-03-09 10:11:56,"all projects are in the new jenkins (<http://cicd.brightsolutions.de|cicd.brightsolutions.de>). Old projects might be in the direcotry ""old"" because nobody took the time to move them out of there yet :smile:
<http://cicd.brightsolutions.de/job/old/job/survey-tool.aareal.de/>

Which doesn't mean the jobs are working... (maybe we wanted to test them before moving, and never got around to test them :thinking_face: )",serkan
2020-03-09 15:58:25,"@Shozeb Sharif @serkan @Boian Mihailov <http://cicd.brightsolutions.de/job/old/job/survey-tool.aareal.de/>
Can someone take a look because the build isnât working? I have pushed changes on the dev branch, but I got error about the stage",Anna Demianik
2020-03-09 16:00:51,"```+ ssh -o 'StrictHostKeyChecking no' <mailto:drddmgb5x3lk4-dev-54ta5gq@ssh.de-1.platform.sh|drddmgb5x3lk4-dev-54ta5gq@ssh.de-1.platform.sh> 'export TERM=xterm-256color && cd public && drush vset maintenance_mode -y 1'
ssh: Could not resolve hostname ssh.de-1.platform.sh: Name or service not known```
looks like the jenkinsfile is... old.
We moved aareal to amazee months ago... almost a year ago",serkan
2020-03-09 16:07:16,"I see my changes on the Dev, but Jenkins was not running",Anna Demianik
2020-03-09 16:09:53,"with ""dev"" you mean the repository, right?",serkan
2020-03-09 16:12:04,I mean the development environment,Anna Demianik
2020-03-09 16:13:11,riiiight. amazee does that,serkan
2020-03-09 16:13:26,"Depending on what the amazee-file has, even the update-commands might have been run",serkan
2020-03-09 16:18:34,how can I deploy it on the stage environment?,Anna Demianik
2020-05-20 10:51:42,"@Boian Mihailov can you answer ?
```SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entryÂ Â Â  [error]
'1' for key 'PRIMARY': INSERT INTO {path_alias} (id, revision_id,
uuid, path, alias, langcode, status
11:32
can you try run drush updb again manually?Â (edited)Â 
11:33
and then need to log in as admin and try to rebuild path alias in the admin/config/search/path/update_bulk
11:34
After Drupal core 8.8 was changes path functionality and sometimes problems happens
11:39
Do you have success with it ?```",Serhii Shevchyk
2020-05-20 11:10:28,@Serhii Shevchyk Havenât checked,Boian Mihailov
2020-05-20 11:10:43,whats the probability of breaking the site ?,Boian Mihailov
2020-05-20 11:11:08,"in the logs I see this error
```SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entryÂ Â Â  [error]
'1' for key 'PRIMARY': INSERT INTO {path_alias} (id, revision_id,
uuid, path, alias, langcode, status```
",Serhii Shevchyk
2020-05-20 11:12:20,some code in new version try to rebuild the path aliases and brake command `drush updb`,Serhii Shevchyk
2020-05-20 11:13:19,"we need to try solve it manually, I didnât have this problem on my test environments",Serhii Shevchyk
2020-05-20 16:16:06,@Boian Mihailov please give me feedback about my messages above when you will try to do it manually,Serhii Shevchyk
2020-06-06 11:49:54,"@Shozeb Sharif @Boian Mihailov @Sayan Das about tasks
<ttps://pm.brightsolutions.de/browse/BSINTERN-392>
<https://pm.brightsolutions.de/browse/BSINTERN-393>

I havenât access to any of repos  <https://prnt.sc/suvlxl>
And in the documentation I donât see any information about updates branch and environments. Please check and/or add updates environment. Thanks",Serhii Shevchyk
2020-04-17 09:02:24,@Shozeb Sharif I need DevOps to check the problem with building the ACE project. It looks like a problem with building not with PHP errors. Please take a look to the console <http://cicd.brightsolutions.de/job/ACE%20Retrofitting/job/dev/257/console>,Serhii Shevchyk
2020-04-17 11:21:21,@Serhii Shevchyk Sayan Das will be checking this shortly.,Shozeb Sharif
2020-03-13 08:39:33,"Hello @Shozeb Sharif.
I checked schiersteinerbrÃ¼cke and tunnelriederwald projects. The stage environment of both projects is down.
The Bright-guide project is already updated on the dev environment. I can't check if it is updated on live (Permission denied (publickey))",Anna Demianik
2020-03-13 08:47:46,And an error is the same when I try to connect to schiersteinerbrÃ¼cke and tunnelriederwald projects.,Anna Demianik
2020-03-13 10:07:08,"@Shozeb Sharif I go to another project <https://pm.brightsolutions.de/browse/LIHOPS-6>
but Git-URL from the documentation has 404 error: <https://git.brightsolutions.de/lih/website/drupal.website>

Documentation: <https://confluence.brightsolutions.de/pages/viewpage.action?pageId=39158028>

Can somebody help with it?",Anna Demianik
2020-03-13 10:26:02,go to the original project,Janet Astwood
2020-03-13 10:26:04,<https://confluence.brightsolutions.de/display/LIH/Credentials+for+the+project>,Janet Astwood
2020-03-13 10:26:26,"<mailto:git@git.brightsolutions.de|git@git.brightsolutions.de>:lih/website/drupal.website.git

<https://git.brightsolutions.de/lih/website/drupal.website.git>",Janet Astwood
2020-03-13 10:26:46,Contact Squad manager Julia to ask why info is not correct,Janet Astwood
2020-03-13 10:28:28,<https://git.brightsolutions.de/lih/website/drupal.website> load up fine for me,serkan
2020-03-13 10:31:59,Maybe I need additional rights for the repository? There is 404 error for me,Anna Demianik
2020-03-13 10:35:54,still 404 for me. I think that I haven't the correct access rights,Anna Demianik
2020-03-13 11:32:40,Can somebody give me access rights to <https://git.brightsolutions.de/lih/website/drupal.website.git> ?,Anna Demianik
2020-03-13 11:35:33,"@Anna Demianik what's the live address, <https://aareal-bank-umfrage.de>? @Simon Schweitzer can you verify if all good if it requires user/pwd? Thanks!",Shozeb Sharif
2020-03-13 11:37:22,@Shozeb Sharif <https://aareal-bank-umfrage.de/>,Anna Demianik
2020-03-13 11:45:15,@Anna Demianik Please add the estimate on ticket as a comment and in the field.,Shozeb Sharif
2020-03-13 11:47:00,@Anna Demianik Bright guide was updated to Live in last week (<https://pm.brightsolutions.de/browse/GFIBGI-13>).,Shozeb Sharif
2020-03-13 11:48:30,"yes, let me arrange.",Shozeb Sharif
2020-03-13 11:48:49,"@Jean Paul Villan is already here, so he can help.",Shozeb Sharif
2020-03-13 11:50:06,"@Serhii Shevchyk regarding RUB, which DB do you need, main site I guess ?",Boian Mihailov
2020-03-13 11:50:20,yes,Serhii Shevchyk
2020-03-13 11:54:35,"Hi @Anna Demianik, can you provide the complete url?",Jean Paul Villan
2020-03-13 11:54:54,Oh nevermind,Jean Paul Villan
2020-03-13 11:55:32,Please check,Jean Paul Villan
2020-03-13 11:56:05,"thanks @Jean Paul Villan, I have",Anna Demianik
2020-03-13 12:16:32,"@Shozeb Sharif what about the stage environment? There are only the stage and live. How I can get database?
""I checked schiersteinerbrÃ¼cke and tunnelriederwald projects. The stage environment of both projects is down.""",Anna Demianik
2020-03-13 12:28:56,@serkan @Boian Mihailov probably Stage for both projects were on bs servers that we shutdown. So should we first create stage sites for both or we can also live with Dev->QA->Live or Dev->Live?,Shozeb Sharif
2020-03-13 12:29:16,@serkan @Boian Mihailov probably Stage for both projects were on bs servers that we shutdown. So should we first create stage sites for both or we can also live with Dev->QA->Live or Dev->Live?,Shozeb Sharif
2020-03-13 12:32:48,"@Anna Demianik can you please update on <https://pm.brightsolutions.de/browse/ABS-4>, the detail of update versions we pushed to Live so that it's documented.",Shozeb Sharif
2020-03-13 12:33:59,something like <https://pm.brightsolutions.de/browse/AOPS-8?focusedCommentId=89017&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-89017>,Shozeb Sharif
2020-03-13 12:34:34,okay,Anna Demianik
2020-03-13 12:36:13,Do we have the devs ins place?,serkan
2020-03-13 12:36:21,"i suspect they're dead as well, if the stage is dead",serkan
2020-03-13 12:38:20,"Documentation for schiersteinerbrÃ¼cke. There are only the stage and the live
<https://confluence.brightsolutions.de/pages/viewpage.action?pageId=39158578>",Anna Demianik
2020-03-13 12:39:06,@Serhii Shevchyk RUB db copied from live to stage,Boian Mihailov
2020-03-13 12:39:22,thanks,Serhii Shevchyk
2020-03-13 12:39:25,"well, then we have to set up some dev or stage instance somewhere somehow...",serkan
2020-03-13 12:39:31,Iâll test it soon,Serhii Shevchyk
2020-03-13 12:56:57,"ok, I will create a ticket for SRE team to setup the Dev and Stage sites for these projects and will see if we can also setup the latest drupal versions with that on these sites.",Shozeb Sharif
2020-03-13 12:57:41,we might even combine that with moving the sites to amazee... as server3 (on which they're hosted) is going to die soon anyway,serkan
2020-03-13 12:58:56,you mean staging sites? as I think their live sites are already on Amazee.,Shozeb Sharif
2020-03-13 12:59:58,"then it's a good idea and you can include it in your list. If there is any ticket, let me know and I can put a note there.",Shozeb Sharif
2020-03-13 13:00:42,"nope, live is not on amazee",serkan
2020-03-13 13:01:00,"they're really still on server3, hosted by serverloft, and was blocked/shut down yesterday because of abuse...",serkan
2020-03-13 13:01:13,so it's a good idea to move them down from there as soon as possible :slightly_smiling_face:,serkan
2020-03-13 13:01:26,I don't think there is a ticket for moving them yet,serkan
2020-03-13 13:06:57,"ok, I can create a ticket, Is there anyone working on shifting sites from bs servers? You or Infimp team, else probably I need to assign to SRE.",Shozeb Sharif
2020-03-13 13:13:49,"nobody yet, it's still it the planning phase. This goes into the whole ""let's fix our infratsructure and move it to the cloud""-task. Not sure if INFIMP or SRE should do that",serkan
2020-03-13 13:58:37,"@Anna Demianik You need to leave both of these projects for now until we have their Dev, Stage sites available. I will check who can do this.",Shozeb Sharif
2020-03-13 14:03:13,"@Shozeb Sharif okay, I have already gone to Lihops project. I have necessary rights. Estimation for updating drupal core, modules and patches ~3h 30m. I have added estimation in comment to Jira",Anna Demianik
2020-03-13 14:07:58,"ok, sounds good!",Shozeb Sharif
2020-03-13 15:26:02,"@Boian Mihailov stage works well with the new database, thanks. One more problem, I canât log in to the RUB stage. Can you provide instructions on how I can connect to stage env and run drush uli command ?",Serhii Shevchyk
2020-03-13 15:28:34,stage env is on the dev server,Boian Mihailov
2020-03-13 15:28:48,cd /srv/applications/rub/stage,Boian Mihailov
2020-03-13 15:28:56,./docker-compose exec php bash,Boian Mihailov
2020-03-13 15:29:49,@Boian Mihailov <https://prnt.sc/rfvz0j>,Serhii Shevchyk
2020-03-13 15:30:11,you ssh agent is not running or you missed to add -A when connecting the bastion,Boian Mihailov
2020-03-13 15:30:31,exit locally,Boian Mihailov
2020-03-13 15:30:34,ssh-add,Boian Mihailov
2020-03-13 15:30:37,ssh-add -l,Boian Mihailov
2020-03-13 15:31:29,"```eval ""$(ssh-agent -s)""
ssh-add -K ~/.ssh/id_rsa```
change the file if you are not using the default key name
confirm the key is added to ssh agent with:
```ssh-add -l ```
",Boian Mihailov
2020-03-13 15:32:00,```ssh ec2-user@172.16.2.6 -A```,Boian Mihailov
2020-03-13 15:38:03,thanks,Serhii Shevchyk
2020-02-28 15:27:16,Hi Anna and Serhii,Shozeb Sharif
2020-02-28 15:27:27,Hello,Anna Demianik
2020-02-28 15:27:34,"Welcome to the team and welcome to the journey of ""Drupal Updates"" :slightly_smiling_face:",Shozeb Sharif
2020-02-28 15:28:08,Would you people be available to work over the weekend (I guess Andrew said this) or would like to start from Monday.,Shozeb Sharif
2020-02-28 15:29:57,Hello all,Serhii Shevchyk
2020-02-28 15:30:37,I think better if we start from Monday,Serhii Shevchyk
2020-02-28 15:31:50,"right, makes sense. It would be easier to provide access if you need any or need help from any team member, so lets start from Monday. I will prepare the tickets by then.",Shozeb Sharif
2020-02-28 15:32:04,ok,Serhii Shevchyk
2020-02-28 15:34:11,Have a great weekend :slightly_smiling_face:,Shozeb Sharif
2020-02-28 15:34:22,"thanks, you too",Serhii Shevchyk
2020-02-28 15:34:51,thanks:slightly_smiling_face:,Anna Demianik
2020-03-05 11:52:49,"@Shozeb Sharif  please take look at dev and live Aareal Bank project. I think we should do import database from live to dev.
I have installed project locally with db from live. I think estimation is ~3h. I have proposal to add composer to drupal 7 project. It can save time in future",Anna Demianik
2020-03-05 12:49:23,"@Anna Demianik Estimation is good to proceed, for the rest I think @serkan or @Boian Mihailov can better comment.",Shozeb Sharif
2020-03-05 12:52:54,"I never had the urge to add composer to a Drupal 7 project in order to save time.
I had thoughts about removing composer from a D7 project to save time though...

I'm not sure how you update Drupal, but the way I do it, I don't see any benefit",serkan
2020-03-05 12:54:34,"I would just do `drush up`  to get the list of updates/module versions. say ""no"" to the ""are you sure"" question.
Then manually download the modules to update via ""drush dl module_name --select""... aaand that would be it in most cases.

With composer being added I always have fun with dependencies, and that lock file and people not understanding what the lock file does and what it does not",serkan
2020-03-05 12:56:12,hmmm i see... drush needs a running drupal installation... setting up the project locally might be an issue :thinking_face:,serkan
2020-03-05 12:56:31,I think composer will work faster than manually downloading all new modules,Serhii Shevchyk
2020-03-05 12:56:52,I think composer will introduce more trouble to some of the projects,serkan
2020-03-05 12:57:05,"But if you guys say so, go ahead :smile:",serkan
2020-03-05 12:57:34,"just let me tell ya: If you wanna update Konsumgoettinnen, either do it in the next few days... or don't come to me whining about it being broken",serkan
2020-03-05 12:57:48,I'll be gone after this month,serkan
2020-03-05 12:59:11,"I'm just a guy wearing the Drop Guard t-shirt which says ""one does not simply update drupal manually"" :smile:

Maybe composer is the missing part for that, maybe it'll cause havoc. I can not say with 100% confidence. I can only say: it's something new and we'll have to deal with it",serkan
2020-03-05 15:32:13,"@Shozeb Sharif I need more time for my RUP project. On the project, we have patches and I need to check if all functionality already in the updated core and modules or I need to create patches with the same functionality for new versions. It will be correct for this work?",Serhii Shevchyk
2020-03-05 15:33:45,"For now, I see 3 problematic patches <https://prnt.sc/rc384h>",Serhii Shevchyk
2020-03-05 15:38:36,so what will be the total time estimate now?,Shozeb Sharif
2020-03-05 15:38:48,we need to put time estimates on the ticket also,Shozeb Sharif
2020-03-05 15:39:08,as a comment,Shozeb Sharif
2020-03-05 15:39:43,I already use ~2h and I think need 1-2 hrs to investigate and update patches,Serhii Shevchyk
2020-03-05 15:42:24,so I can add comment to task <https://pm.brightsolutions.de/browse/RUBOPS-7> with estimation 4h ?,Serhii Shevchyk
2020-03-05 16:27:41,sounds good.,Shozeb Sharif
2020-03-05 16:34:49,@Shozeb Sharif I updated core and modules at the Aareal Bank project locally. I have pushed changes to the dev branch. The next step is testing on dev environment. Can I pull changes or somebody should do it?,Anna Demianik
2020-04-01 09:04:19,"Hi @Anna Demianik @Serhii Shevchyk :slightly_smiling_face:
1. In the background of the ""MEG going on maintenance mode on live on 18.03.2020"" incident, we have decided that updates team should not interact with LIVE environments at any level. We should only update dev, QA and Stage and then hand it over to SRE to deploy on Live. Update the ticket and assign to me so that I can schedule it. I hope it works for you. If you need Live DB always request from SRE and we will provide you that. Please confirm that you commit to this.
2. Probably we should also re-think if we really need Live DB always for all projects especially the ones where we have active development going on and some of those keep refreshing their dev/stage from Live. So only request where it's really needed.
3. For projects where active development is going on (BMW, MINI, Carfax, UBM and so many others) and some of them are really critical from the view point of their business value as well as time-bound sprints going on, we need to be very very very careful and update dev, QA, Stage also in coordination with the project team. So we need to work on a plan here to tackle these projects and we need to work in close coordination with the project team. Lets finish the other projects first and get to these active ones only at the end once we have a better plan.
4. @Serhii Shevchyk <https://pm.brightsolutions.de/browse/BMWS-430> is done up till stage now and ready for Live?
Thanks!",Shozeb Sharif
2020-04-01 09:17:45,Let me compile the list of projects in a sequence we can work with them and will share with you today.,Shozeb Sharif
2020-04-01 09:18:22,"@Shozeb Sharif about BMWS-430 I pushed all updates to the stage env. I tested creating/updating content. I think itâs ready for live but maybe their team have their own qa.
Waiting for new list",Serhii Shevchyk
2020-04-01 09:21:08,sounds good Serhii.,Shozeb Sharif
2020-04-01 09:27:35,"Next steps:
â¢ Need to test content synchronization onÂ BMW Dealer 2018: Landingpages
Who needs to do this? can you do that? how much time will be required?",Shozeb Sharif
2020-04-01 09:30:05,I tried to do it. But havenât succeeded. I think because stages donât configurated for it.,Serhii Shevchyk
2020-04-01 09:32:05,ok,Shozeb Sharif
2020-04-01 10:39:55,@Boian Mihailov any news here?,Anna Demianik
2020-04-01 11:30:09,@Dima Iluschenko Could you check this problem?,Anna Demianik
2020-04-01 11:31:04,@Radu Ciobanu Did you have time to check it?,Anna Demianik
2020-04-01 11:31:20,"yes, I fixed that in the morning",Boian Mihailov
2020-04-01 11:42:31,"@Anna Demianik lets Pause on MEG also, I will let you know the plan later today. Thanks!",Shozeb Sharif
2020-04-01 11:52:14,@Shozeb Sharif [-UBM-] Updates are already on the dev environment. Can I deploy it to the stage environment?,Anna Demianik
2020-04-01 13:02:51,"No, let me first coordinate with the project team. Actually for all active projects we need to align our work with their sprints. So we need to inform them first, we need to check their sprint dates, include the ticket in their sprint so that they know it's part of the sprint and QA can test it along with other work and so gets deployed with the other work.",Shozeb Sharif
2020-03-04 10:47:03,Do you have any updates? What about other projects? @Shozeb Sharif,Anna Demianik
2020-03-04 11:49:40,"Waiting for @Boian Mihailov, For Amazee and AWS I think it will work for all projects there.",Shozeb Sharif
2020-03-04 13:59:03,"I have code and database for the first project RUB. Thanks, @Boian Mihailov.
Iâll install this project locally and will start with updating. First-time estimation ~2-3h, but maybe it will be changed if I find some bugs.",Serhii Shevchyk
2020-03-04 14:52:20,"ok, good. Boian has also sent keys for both of you to Amazee.",Shozeb Sharif
2020-03-04 14:54:18,"In fact keys have been added by Amazee, so @Anna Demianik can also proceed.",Shozeb Sharif
2020-03-12 10:38:12,@Boian Mihailov did you have a chance to upload dump to the stage ?,Serhii Shevchyk
2020-03-12 10:43:59,no,Boian Mihailov
2020-03-12 10:44:01,not yet,Boian Mihailov
2020-03-12 14:52:33,"@Dima Iluschenko I heard you're struggling with aareal-bank? anything I can help you with?

Today is done anyway with servers dying left and right... so I might as well just do some random stuff while waiting",serkan
2020-03-12 14:55:25,checking right now,Dima Iluschenko
2020-03-12 14:55:50,we have the error `Drush 8.1.15 does not support Drupal`,Dima Iluschenko
2020-03-12 14:57:07,"hm... Drush not supporting Drupal, that's a weird one :smile:
alright, you check that, if you're stuck just ping me",serkan
2020-03-12 14:59:50,ok ),Dima Iluschenko
2020-03-12 15:31:44,@serkan we got past that funny one,Boian Mihailov
2020-03-12 15:31:55,now its missing classes and blabla,Boian Mihailov
2020-03-12 15:32:26,noice,serkan
2020-03-12 15:41:26,what class are you missing now?,serkan
2020-03-12 15:41:56,different with running different drush commands,Dima Iluschenko
2020-03-12 15:42:23,"```ð­ <mailto:aareal_bank_survey_master@de1.compact.amazee.io|aareal_bank_survey_master@de1.compact.amazee.io>:~/public_html/public (master=)$ drush rr
The registry has been rebuilt via registry_rebuild (A).                                                                                                                                                       [success]
The registry has been rebuilt via registry_rebuild (A2).                                                                                                                                                      [success]
WD php: Error: Class 'view' not found in node_views_templates() (line 17 of                                                                                                                                   [error]
/var/www/aareal_bank_survey_master/releases/20200312143307Z/public/sites/all/modules/contrib/views/modules/node.views_template.inc).
Error: Class &#039;view&#039; not found in node_views_templates() (Zeile 17 von /var/www/aareal_bank_survey_master/releases/20200312143307Z/public/sites/all/modules/contrib/views/modules/node.views_template.inc).
Drush command terminated abnormally due to an unrecoverable error.```",Dima Iluschenko
2020-03-12 15:42:37,"```ð­ <mailto:aareal_bank_survey_master@de1.compact.amazee.io|aareal_bank_survey_master@de1.compact.amazee.io>:~/public_html/public (master=)$ drush cc all
PHP Fatal error:  Class 'DrupalDefaultEntityController' not found in /var/www/aareal_bank_survey_master/releases/20200312143307Z/public/modules/comment/comment.module on line 1698
Drush command terminated abnormally due to an unrecoverable error.                                                                                                                                            [error]
Error: Class 'DrupalDefaultEntityController' not found in /var/www/aareal_bank_survey_master/releases/20200312143307Z/public/modules/comment/comment.module, line 1698```",Dima Iluschenko
2020-03-12 15:51:55,yes... i see.. mhm mhm,serkan
2020-03-12 15:52:01,let's see if I can figure that out :smile:,serkan
2020-03-12 16:33:57,"so... I ""fixed"" it",serkan
2020-03-12 16:34:13,"```and indeed, importing the old stage just fixes the issue...
At least this site isn't really used that much... twice a years it's important as hell, but the rest of the year nobody cares
oh well... extraordinary issues take extraordinary steps to be fixed
I cloned the registry and registry_files from stage to live...
and it's good now```
",serkan
2020-03-12 16:34:23,<https://miro.medium.com/max/625/1*T7WIaDjASS_EsM7j3oe2SA.jpeg>,serkan
2020-03-12 16:43:38,@Shozeb Sharif what is next for me? Can I get a user/pass to test live or the next project?,Anna Demianik
2020-03-12 16:53:12,"I would suggest doing these 3 small D7-Projects next:
schiersteinerbrÃ¼cke
tunnelriederwald
bright-guide (is already done but not live?)",serkan
2020-03-12 16:59:48,maybe someone can help me with uploading?,Serhii Shevchyk
2020-03-12 16:59:48,<https://prnt.sc/rfeq7t>,Serhii Shevchyk
2020-03-12 17:06:32,I see that tickets for these projects are cancelled. Will we reopen tickets or it was already done?,Anna Demianik
2020-03-12 17:07:26,"checking the livesites, it doesnt look like they are already done",Simon Schweitzer
2020-03-12 17:14:00,@Shozeb Sharif I'll start working with the SchiersteinerbrÃ¼cke project. Iâll install the project locally and will start with updating. Estimation ~2h,Anna Demianik
